date,time,initials,tank,WQ.type,measurement,notes
1/17/2022,12:30:00 PM,DMBP,quarantine,light,89,tanks cleaned and Perrick made new flow
1/17/2022,12:30:00 PM,DMBP,quarantine,light,91,
1/17/2022,12:30:00 PM,DMBP,quarantine,light,75,
1/17/2022,12:30:00 PM,DMBP,quarantine,light,71,
1/17/2022,12:30:00 PM,DMBP,quarantine,temp,23.88,
1/17/2022,12:30:00 PM,DMBP,quarantine,sal.psu,34.12,
1/17/2022,12:30:00 PM,DMBP,blue tank 1,light,71,
1/17/2022,12:30:00 PM,DMBP,blue tank 1,light,68,
1/17/2022,12:30:00 PM,DMBP,blue tank 1,light,54,
1/17/2022,12:30:00 PM,DMBP,blue tank 1,light,55,
1/17/2022,12:30:00 PM,DMBP,blue tank 1,light,68,
1/17/2022,12:30:00 PM,DMBP,blue tank 1,light,70,
1/17/2022,12:30:00 PM,DMBP,blue tank 1,light,48,
1/17/2022,12:30:00 PM,DMBP,blue tank 1,light,51,
1/17/2022,12:30:00 PM,DMBP,blue tank 1,temp,25.91,
1/17/2022,12:30:00 PM,DMBP,blue tank 1,temp,25.91,
1/17/2022,12:30:00 PM,DMBP,blue tank 1,sal.psu,36.62,
1/17/2022,12:30:00 PM,DMBP,blue tank 1,sal.psu,36.57,
1/17/2022,12:30:00 PM,DMBP,blue tank 2,light,50,
1/17/2022,12:30:00 PM,DMBP,blue tank 2,light,52,
1/17/2022,12:30:00 PM,DMBP,blue tank 2,light,72,
1/17/2022,12:30:00 PM,DMBP,blue tank 2,light,61,
1/17/2022,12:30:00 PM,DMBP,blue tank 2,light,60,
1/17/2022,12:30:00 PM,DMBP,blue tank 2,light,79,
1/17/2022,12:30:00 PM,DMBP,blue tank 2,light,56,
1/17/2022,12:30:00 PM,DMBP,blue tank 2,light,51,
1/17/2022,12:30:00 PM,DMBP,blue tank 2,temp,25.95,
1/17/2022,12:30:00 PM,DMBP,blue tank 2,temp,25.91,
1/17/2022,12:30:00 PM,DMBP,blue tank 2,sal.psu,36.53,
1/17/2022,12:30:00 PM,DMBP,blue tank 2,sal.psu,36.54,
1/18/2022,12:30:00 PM,DMBP,quarantine,light,99,changed orion and apogee batteries
1/18/2022,12:30:00 PM,DMBP,quarantine,light,100,"adjusted salinity, added more DI"
1/18/2022,12:30:00 PM,DMBP,quarantine,light,101,
1/18/2022,12:30:00 PM,DMBP,quarantine,light,102,
1/18/2022,12:30:00 PM,DMBP,quarantine,temp,24.14,
1/18/2022,12:30:00 PM,DMBP,quarantine,sal.psu,34.24,
1/18/2022,12:30:00 PM,DMBP,quarantine,TA,2004.958319,
1/18/2022,12:30:00 PM,DMBP,quarantine,TA,2011.455448,
1/18/2022,12:30:00 PM,DMBP,blue tank 1,light,71,
1/18/2022,12:30:00 PM,DMBP,blue tank 1,light,65,
1/18/2022,12:30:00 PM,DMBP,blue tank 1,light,66,
1/18/2022,12:30:00 PM,DMBP,blue tank 1,light,78,
1/18/2022,12:30:00 PM,DMBP,blue tank 1,light,72,
1/18/2022,12:30:00 PM,DMBP,blue tank 1,light,66,
1/18/2022,12:30:00 PM,DMBP,blue tank 1,light,51,
1/18/2022,12:30:00 PM,DMBP,blue tank 1,light,48,
1/18/2022,12:30:00 PM,DMBP,blue tank 1,temp,25.35,
1/18/2022,12:30:00 PM,DMBP,blue tank 1,temp,25.35,
1/18/2022,12:30:00 PM,DMBP,blue tank 1,sal.psu,33.54,
1/18/2022,12:30:00 PM,DMBP,blue tank 1,sal.psu,33.21,
1/18/2022,12:30:00 PM,DMBP,blue tank 2,light,50,
1/18/2022,12:30:00 PM,DMBP,blue tank 2,light,52,
1/18/2022,12:30:00 PM,DMBP,blue tank 2,light,65,
1/18/2022,12:30:00 PM,DMBP,blue tank 2,light,78,
1/18/2022,12:30:00 PM,DMBP,blue tank 2,light,75,
1/18/2022,12:30:00 PM,DMBP,blue tank 2,light,71,
1/18/2022,12:30:00 PM,DMBP,blue tank 2,light,66,
1/18/2022,12:30:00 PM,DMBP,blue tank 2,light,67,
1/18/2022,12:30:00 PM,DMBP,blue tank 2,temp,25.38,
1/18/2022,12:30:00 PM,DMBP,blue tank 2,temp,25.38,
1/18/2022,12:30:00 PM,DMBP,blue tank 2,sal.psu,33.54,
1/18/2022,12:30:00 PM,DMBP,blue tank 2,sal.psu,33.52,
1/18/2022,12:30:00 PM,DMBP,"blue tank 1,2",TA,1789.097685,
1/18/2022,12:30:00 PM,DMBP,"blue tank 1,2",TA,1788.049112,
1/18/2022,12:30:00 PM,DMBP,"blue tank 1,2",TA,1787.838803,
1/19/2022,3:30:00 PM,DMBP,quarantine,light,114,
1/19/2022,3:30:00 PM,DMBP,quarantine,light,109,
1/19/2022,3:30:00 PM,DMBP,quarantine,light,121,
1/19/2022,3:30:00 PM,DMBP,quarantine,light,130,
1/19/2022,3:30:00 PM,DMBP,quarantine,temp,24.21,
1/19/2022,3:30:00 PM,DMBP,quarantine,sal.psu,34.25,
1/19/2022,3:30:00 PM,DMBP,blue tank 1,light,20,
1/19/2022,3:30:00 PM,DMBP,blue tank 1,light,21,
1/19/2022,3:30:00 PM,DMBP,blue tank 1,light,23,
1/19/2022,3:30:00 PM,DMBP,blue tank 1,light,17,
1/19/2022,3:30:00 PM,DMBP,blue tank 1,light,21,
1/19/2022,3:30:00 PM,DMBP,blue tank 1,light,19,
1/19/2022,3:30:00 PM,DMBP,blue tank 1,light,20,
1/19/2022,3:30:00 PM,DMBP,blue tank 1,light,18,
1/19/2022,3:30:00 PM,DMBP,blue tank 1,temp,25.45,
1/19/2022,3:30:00 PM,DMBP,blue tank 1,temp,25.45,
1/19/2022,3:30:00 PM,DMBP,blue tank 1,sal.psu,33.66,
1/19/2022,3:30:00 PM,DMBP,blue tank 1,sal.psu,33.66,
1/19/2022,3:30:00 PM,DMBP,blue tank 2,light,20,
1/19/2022,3:30:00 PM,DMBP,blue tank 2,light,22,
1/19/2022,3:30:00 PM,DMBP,blue tank 2,light,24,
1/19/2022,3:30:00 PM,DMBP,blue tank 2,light,19,
1/19/2022,3:30:00 PM,DMBP,blue tank 2,light,19,
1/19/2022,3:30:00 PM,DMBP,blue tank 2,light,17,
1/19/2022,3:30:00 PM,DMBP,blue tank 2,light,16,
1/19/2022,3:30:00 PM,DMBP,blue tank 2,light,20,
1/19/2022,3:30:00 PM,DMBP,blue tank 2,temp,25.44,
1/19/2022,3:30:00 PM,DMBP,blue tank 2,temp,25.44,
1/19/2022,3:30:00 PM,DMBP,blue tank 2,sal.psu,33.59,
1/19/2022,3:30:00 PM,DMBP,blue tank 2,sal.psu,33.59,
1/20/2022,4:00:00 PM,DMBP,quarantine,light,128,
1/20/2022,4:00:00 PM,DMBP,quarantine,light,67,
1/20/2022,4:00:00 PM,DMBP,quarantine,light,98,
1/20/2022,4:00:00 PM,DMBP,quarantine,light,110,
1/20/2022,4:00:00 PM,DMBP,quarantine,temp,23.82,
1/20/2022,4:00:00 PM,DMBP,quarantine,sal.psu,34.38,
1/20/2022,4:00:00 PM,DMBP,blue tank 1,light,65,
1/20/2022,4:00:00 PM,DMBP,blue tank 1,light,68,
1/20/2022,4:00:00 PM,DMBP,blue tank 1,light,60,
1/20/2022,4:00:00 PM,DMBP,blue tank 1,light,59,
1/20/2022,4:00:00 PM,DMBP,blue tank 1,light,61,
1/20/2022,4:00:00 PM,DMBP,blue tank 1,light,67,
1/20/2022,4:00:00 PM,DMBP,blue tank 1,light,64,
1/20/2022,4:00:00 PM,DMBP,blue tank 1,light,68,
1/20/2022,4:00:00 PM,DMBP,blue tank 1,temp,25.22,
1/20/2022,4:00:00 PM,DMBP,blue tank 1,temp,25.22,
1/20/2022,4:00:00 PM,DMBP,blue tank 1,sal.psu,34.03,
1/20/2022,4:00:00 PM,DMBP,blue tank 1,sal.psu,33.44,
1/20/2022,4:00:00 PM,DMBP,blue tank 2,light,67,
1/20/2022,4:00:00 PM,DMBP,blue tank 2,light,68,
1/20/2022,4:00:00 PM,DMBP,blue tank 2,light,70,
1/20/2022,4:00:00 PM,DMBP,blue tank 2,light,73,
1/20/2022,4:00:00 PM,DMBP,blue tank 2,light,35,
1/20/2022,4:00:00 PM,DMBP,blue tank 2,light,37,
1/20/2022,4:00:00 PM,DMBP,blue tank 2,light,42,
1/20/2022,4:00:00 PM,DMBP,blue tank 2,light,46,
1/20/2022,4:00:00 PM,DMBP,blue tank 2,temp,25.21,
1/20/2022,4:00:00 PM,DMBP,blue tank 2,temp,25.2,
1/20/2022,4:00:00 PM,DMBP,blue tank 2,sal.psu,34,
1/20/2022,4:00:00 PM,DMBP,blue tank 2,sal.psu,33.97,
1/21/2022,11:01:00 AM,DMBP,quarantine,light,120,
1/21/2022,11:01:00 AM,DMBP,quarantine,light,119,
1/21/2022,11:01:00 AM,DMBP,quarantine,light,110,
1/21/2022,11:01:00 AM,DMBP,quarantine,light,111,
1/21/2022,11:01:00 AM,DMBP,quarantine,temp,24.09,
1/21/2022,11:01:00 AM,DMBP,quarantine,sal.psu,34.25,
1/21/2022,11:01:00 AM,DMBP,blue tank 1,light,56,
1/21/2022,11:01:00 AM,DMBP,blue tank 1,light,66,
1/21/2022,11:01:00 AM,DMBP,blue tank 1,light,67,
1/21/2022,11:01:00 AM,DMBP,blue tank 1,light,60,
1/21/2022,11:01:00 AM,DMBP,blue tank 1,light,61,
1/21/2022,11:01:00 AM,DMBP,blue tank 1,light,66,
1/21/2022,11:01:00 AM,DMBP,blue tank 1,light,71,
1/21/2022,11:01:00 AM,DMBP,blue tank 1,light,57,
1/21/2022,11:01:00 AM,DMBP,blue tank 1,temp,25.41,
1/21/2022,11:01:00 AM,DMBP,blue tank 1,temp,25.42,
1/21/2022,11:01:00 AM,DMBP,blue tank 1,sal.psu,33.5,
1/21/2022,11:01:00 AM,DMBP,blue tank 1,sal.psu,33.51,
1/21/2022,11:01:00 AM,DMBP,blue tank 2,light,58,
1/21/2022,11:01:00 AM,DMBP,blue tank 2,light,59,
1/21/2022,11:01:00 AM,DMBP,blue tank 2,light,62,
1/21/2022,11:01:00 AM,DMBP,blue tank 2,light,64,
1/21/2022,11:01:00 AM,DMBP,blue tank 2,light,35,
1/21/2022,11:01:00 AM,DMBP,blue tank 2,light,33,
1/21/2022,11:01:00 AM,DMBP,blue tank 2,light,41,
1/21/2022,11:01:00 AM,DMBP,blue tank 2,light,44,
1/21/2022,11:01:00 AM,DMBP,blue tank 2,temp,25.4,
1/21/2022,11:01:00 AM,DMBP,blue tank 2,temp,25.41,
1/21/2022,11:01:00 AM,DMBP,blue tank 2,sal.psu,33.49,
1/21/2022,11:01:00 AM,DMBP,blue tank 2,sal.psu,33.44,
1/24/2022,12:00:00 PM,DMBP,blue tank 1,sal.psu,34.87,hollie checked salinity and changed dosages and adding calcium and buffer part one to QT and BT
1/24/2022,12:00:00 PM,DMBP,blue tank 2,sal.psu,34.69,hollie changed H20 filter and sediment in DI
1/24/2022,12:00:00 PM,DMBP,blue tank 1,temp,25.41,
1/24/2022,12:00:00 PM,DMBP,blue tank 2,temp,25.41,
1/24/2022,12:00:00 PM,DMBP,quarantine,sal.psu,34.5,
1/24/2022,12:00:00 PM,DMBP,header,alk,8.55,
1/24/2022,12:00:00 PM,DMBP,header,ca,475,
1/24/2022,12:00:00 PM,DMBP,header,mg,1285,
1/24/2022,4:00:00 PM,DMBP,quarantine,alk,5.76,
1/24/2022,4:00:00 PM,DMBP,quarantine,ca,414,
1/24/2022,4:00:00 PM,DMBP,quarantine,mg,1235,
1/24/2022,12:00:00 PM,DMBP,quarantine,temp,24.17,
1/25/2022,10:35:00 AM,DMBP,blue tank 1,temp,25.83,
1/25/2022,10:35:00 AM,DMBP,blue tank 2,temp,25.83,
1/25/2022,10:35:00 AM,DMBP,header,temp,25.8,
1/25/2022,10:35:00 AM,DMBP,quarantine,temp,23.78,
1/25/2022,10:35:00 AM,DMBP,blue tank 1,sal.psu,34.89,
1/25/2022,10:35:00 AM,DMBP,blue tank 2,sal.psu,34.86,
1/25/2022,10:35:00 AM,DMBP,header,sal.psu,34.89,
1/25/2022,10:35:00 AM,DMBP,quarantine,sal.psu,34.53,
1/25/2022,10:35:00 AM,DMBP,blue tank 1,pH,-90,
1/25/2022,10:35:00 AM,DMBP,blue tank 2,pH,-90.6,
1/25/2022,10:35:00 AM,DMBP,header,pH,-90.8,
1/25/2022,10:35:00 AM,DMBP,quarantine,pH,-93.8,
1/25/2022,11:10:00 AM,DMBP,quarantine,alk,8.67,
1/25/2022,11:10:00 AM,DMBP,quarantine,ca,377,
1/25/2022,11:10:00 AM,DMBP,quarantine,mg,1240,
1/25/2022,11:30:00 AM,DMBP,quarantine,temp,24.07,
1/25/2022,11:30:00 AM,DMBP,quarantine,temp,24.39,
1/26/2022,10:00:00 AM,DMBP,quarantine,light,67,
1/26/2022,10:00:00 AM,DMBP,quarantine,light,71,
1/26/2022,10:00:00 AM,DMBP,quarantine,light,59,
1/26/2022,10:00:00 AM,DMBP,quarantine,light,62,
1/26/2022,10:00:00 AM,DMBP,quarantine,temp,24.34,
1/26/2022,10:00:00 AM,DMBP,quarantine,sal.psu,34.93,
1/26/2022,10:00:00 AM,DMBP,blue tank 1,light,44,
1/26/2022,10:00:00 AM,DMBP,blue tank 1,light,40,
1/26/2022,10:00:00 AM,DMBP,blue tank 1,light,39,
1/26/2022,10:00:00 AM,DMBP,blue tank 1,light,42,
1/26/2022,10:00:00 AM,DMBP,blue tank 1,light,37,
1/26/2022,10:00:00 AM,DMBP,blue tank 1,light,36,
1/26/2022,10:00:00 AM,DMBP,blue tank 1,light,42,
1/26/2022,10:00:00 AM,DMBP,blue tank 1,light,41,
1/26/2022,10:00:00 AM,DMBP,blue tank 1,temp,25.66,
1/26/2022,10:00:00 AM,DMBP,blue tank 1,temp,25.67,
1/26/2022,10:00:00 AM,DMBP,blue tank 1,sal.psu,35.19,
1/26/2022,10:00:00 AM,DMBP,blue tank 1,sal.psu,35.15,
1/26/2022,10:00:00 AM,DMBP,blue tank 2,light,35,
1/26/2022,10:00:00 AM,DMBP,blue tank 2,light,36,
1/26/2022,10:00:00 AM,DMBP,blue tank 2,light,42,
1/26/2022,10:00:00 AM,DMBP,blue tank 2,light,41,
1/26/2022,10:00:00 AM,DMBP,blue tank 2,light,42,
1/26/2022,10:00:00 AM,DMBP,blue tank 2,light,45,
1/26/2022,10:00:00 AM,DMBP,blue tank 2,light,43,
1/26/2022,10:00:00 AM,DMBP,blue tank 2,light,46,
1/26/2022,10:00:00 AM,DMBP,blue tank 2,temp,25.65,
1/26/2022,10:00:00 AM,DMBP,blue tank 2,temp,25.65,
1/26/2022,10:00:00 AM,DMBP,blue tank 2,sal.psu,35.18,
1/26/2022,10:00:00 AM,DMBP,blue tank 2,sal.psu,35.19,
1/26/2022,9:09:00 AM,DMBP,quarantine,alk,8,
1/26/2022,9:09:00 AM,DMBP,quarantine,ca,446,
1/26/2022,9:09:00 AM,DMBP,quarantine,mg,1240,
1/26/2022,10:00:00 AM,DMBP,quarantine,temp,24.77,fifty percent water change for QT
1/26/2022,10:00:00 AM,DMBP,quarantine,sal.psu,34.21,
1/27/2022,10:00:00 AM,DMBP,quarantine,light,61,
1/27/2022,10:00:00 AM,DMBP,quarantine,light,49,
1/27/2022,10:00:00 AM,DMBP,quarantine,light,65,
1/27/2022,10:00:00 AM,DMBP,quarantine,light,52,
1/27/2022,10:00:00 AM,DMBP,quarantine,temp,23.84,
1/27/2022,10:00:00 AM,DMBP,quarantine,sal.psu,35.43,
1/27/2022,10:00:00 AM,DMBP,blue tank 1,light,71,
1/27/2022,10:00:00 AM,DMBP,blue tank 1,light,68,
1/27/2022,10:00:00 AM,DMBP,blue tank 1,light,65,
1/27/2022,10:00:00 AM,DMBP,blue tank 1,light,66,
1/27/2022,10:00:00 AM,DMBP,blue tank 1,light,59,
1/27/2022,10:00:00 AM,DMBP,blue tank 1,light,59,
1/27/2022,10:00:00 AM,DMBP,blue tank 1,light,62,
1/27/2022,10:00:00 AM,DMBP,blue tank 1,light,61,
1/27/2022,10:00:00 AM,DMBP,blue tank 1,temp,25.27,
1/27/2022,10:00:00 AM,DMBP,blue tank 1,temp,25.27,
1/27/2022,10:00:00 AM,DMBP,blue tank 1,sal.psu,35.48,
1/27/2022,10:00:00 AM,DMBP,blue tank 1,sal.psu,35.48,
1/27/2022,10:00:00 AM,DMBP,blue tank 2,light,58,
1/27/2022,10:00:00 AM,DMBP,blue tank 2,light,52,
1/27/2022,10:00:00 AM,DMBP,blue tank 2,light,49,
1/27/2022,10:00:00 AM,DMBP,blue tank 2,light,47,
1/27/2022,10:00:00 AM,DMBP,blue tank 2,light,48,
1/27/2022,10:00:00 AM,DMBP,blue tank 2,light,46,
1/27/2022,10:00:00 AM,DMBP,blue tank 2,light,45,
1/27/2022,10:00:00 AM,DMBP,blue tank 2,light,48,
1/27/2022,10:00:00 AM,DMBP,blue tank 2,temp,25.27,
1/27/2022,10:00:00 AM,DMBP,blue tank 2,temp,25.26,
1/27/2022,10:00:00 AM,DMBP,blue tank 2,sal.psu,35.48,
1/27/2022,10:00:00 AM,DMBP,blue tank 2,sal.psu,35.48,
1/27/2022,10:00:00 AM,DMBP,header,sal.psu,35.53,
1/27/2022,12:00:00 PM,DMBP,header,TA,2772.059036,
1/27/2022,12:00:00 PM,DMBP,header,TA,2770.662533,
1/27/2022,12:00:00 PM,DMBP,"blue tank 1,2",TA,2771.705519,
1/27/2022,12:00:00 PM,DMBP,"blue tank 1,2",TA,2772.281278,
1/27/2022,12:00:00 PM,DMBP,"blue tank 1,2",TA,2770.827623,
1/27/2022,12:00:00 PM,DMBP,quarantine,TA,2828.650099,
1/27/2022,12:00:00 PM,DMBP,quarantine,TA,2829.832741,
1/31/2022,9:42,DMBP,blue tank 1,temp ,25.43,
1/31/2022,9:42,DMBP,blue tank 1,temp,25.42,
1/31/2022,9:42,DMBP,blue tank 1,sal.psu,35.66,
1/31/2022,9:42,DMBP,blue tank 1,sal.psu,35.6,
1/31/2022,9:42,DMBP,blue tank 1,light,53,
1/31/2022,9:42,DMBP,blue tank 1,light,44,
1/31/2022,9:42,DMBP,blue tank 1,light,52,
1/31/2022,9:42,DMBP,blue tank 1,light,51,
1/31/2022,9:42,DMBP,blue tank 1,light,49,
1/31/2022,9:42,DMBP,blue tank 1,light,53,
1/31/2022,9:42,DMBP,blue tank 1,light,51,
1/31/2022,9:42,DMBP,blue tank 1,light,46,
1/31/2022,9:42,DMBP,blue tank 2,temp ,25.41,
1/31/2022,9:42,DMBP,blue tank 2,temp,25.41,
1/31/2022,9:42,DMBP,blue tank 2,sal.psu,35.55,
1/31/2022,9:42,DMBP,blue tank 2,sal.psu,35.52,
1/31/2022,9:42,DMBP,blue tank 2,light,42,
1/31/2022,9:42,DMBP,blue tank 2,light,43,
1/31/2022,9:42,DMBP,blue tank 2,light,51,
1/31/2022,9:42,DMBP,blue tank 2,light,52,
1/31/2022,9:42,DMBP,blue tank 2,light,43,
1/31/2022,9:42,DMBP,blue tank 2,light,46,
1/31/2022,9:42,DMBP,blue tank 2,light,48,
1/31/2022,9:42,DMBP,blue tank 2,light,50,
1/31/2022,9:42,DMBP,quarantine,temp,23.57,
1/31/2022,9:42,DMBP,quarantine,sal.psu,35.64,
1/31/2022,9:42,DMBP,quarantine,light,58,
1/31/2022,9:42,DMBP,quarantine,light,62,
1/31/2022,9:42,DMBP,quarantine,light,63,
1/31/2022,9:42,DMBP,quarantine,light,55,
1/31/2022,9:42,DMBP,quarantine,light,56,
